"individual_id","genotyped","genotyping_status","selection_proportion","selection_seed"
"3831054",FALSE,"not_genotyped",0.5,20260812
"3848142",FALSE,"not_genotyped",0.5,20260812
"3848815",FALSE,"not_genotyped",0.5,20260812
"3849968",TRUE,"genotyped",0.5,20260812
"3854950",TRUE,"genotyped",0.5,20260812
"3855090",FALSE,"not_genotyped",0.5,20260812
"3855110",FALSE,"not_genotyped",0.5,20260812
"3855646",TRUE,"genotyped",0.5,20260812
"3855675",FALSE,"not_genotyped",0.5,20260812
"3863169",FALSE,"not_genotyped",0.5,20260812
"3863186",TRUE,"genotyped",0.5,20260812
"3864287",TRUE,"genotyped",0.5,20260812
"3865255",TRUE,"genotyped",0.5,20260812
"3868700",TRUE,"genotyped",0.5,20260812
"3868812",FALSE,"not_genotyped",0.5,20260812
"4057141",TRUE,"genotyped",0.5,20260812
"4057142",TRUE,"genotyped",0.5,20260812
"4057151",FALSE,"not_genotyped",0.5,20260812
"4057155",TRUE,"genotyped",0.5,20260812
"4059217",FALSE,"not_genotyped",0.5,20260812
"4059227",FALSE,"not_genotyped",0.5,20260812
"4062993",FALSE,"not_genotyped",0.5,20260812
"4066585",FALSE,"not_genotyped",0.5,20260812
"4069736",TRUE,"genotyped",0.5,20260812
"4069854",FALSE,"not_genotyped",0.5,20260812
"4937014",TRUE,"genotyped",0.5,20260812
